date,hour,bill,pax,amount,amt_percentage,timezone,temperature_feel_like,rain_1h,clouds_all,weather_Fog,weather_Rain,weather_Clouds,weather_Clear,weather_Snow,weather_Thunderstorm,temperature_celsius,day_of_week,is_weekend
2025-01-17,12,10,0,113.13,6.8,America/Vancouver,277.78499999999997,0.0,50.0,0,0,1,1,0,0,4.634999999999991,Friday,False
2025-01-17,13,12,0,115.24,6.93,America/Vancouver,278.12,0.0,60.0,0,0,1,0,0,0,4.970000000000027,Friday,False
2025-01-17,14,12,0,214.58,12.9,America/Vancouver,277.845,0.0,60.0,0,0,1,0,0,0,4.69500000000005,Friday,False
2025-01-17,15,13,0,120.13,7.22,America/Vancouver,277.39,0.0,47.5,0,0,1,0,0,0,4.240000000000009,Friday,False
2025-01-17,16,15,0,170.0,10.22,America/Vancouver,277.445,0.0,37.5,0,0,1,1,0,0,4.295000000000016,Friday,False
2025-01-17,17,18,0,186.1,11.19,America/Vancouver,276.795,0.0,41.0,0,0,1,1,0,0,3.6450000000000387,Friday,False
2025-01-17,18,18,0,142.45,8.57,America/Vancouver,276.5,0.0,37.5,0,0,1,1,0,0,3.3500000000000227,Friday,False
2025-01-17,19,26,0,195.04,11.73,America/Vancouver,275.36,0.125,37.5,0,1,0,1,0,0,2.2100000000000364,Friday,False
2025-01-17,20,26,0,314.38,18.9,America/Vancouver,274.21500000000003,0.0,50.0,0,0,1,1,0,0,1.0650000000000546,Friday,False
2025-01-17,21,5,0,61.85,3.72,America/Vancouver,274.12,0.0,30.0,0,0,1,0,0,0,0.9700000000000273,Friday,False
2025-01-18,11,5,0,63.14,3.36,America/Vancouver,277.12,0.0,47.5,0,0,1,0,0,0,3.9700000000000273,Saturday,True
2025-01-18,12,7,0,57.98,3.08,America/Vancouver,277.71000000000004,0.0,30.0,0,0,1,0,0,0,4.560000000000059,Saturday,True
2025-01-18,13,22,0,294.56,15.67,America/Vancouver,278.3,0.0,47.5,0,0,1,0,0,0,5.150000000000034,Saturday,True
2025-01-18,14,22,0,185.16,9.85,America/Vancouver,278.78,0.0,47.5,0,0,1,0,0,0,5.6299999999999955,Saturday,True
2025-01-18,15,17,0,249.12,13.25,America/Vancouver,278.92,0.0,15.0,0,0,1,1,0,0,5.770000000000039,Saturday,True
2025-01-18,16,21,0,188.55,10.03,America/Vancouver,276.9,0.0,47.5,0,0,1,0,0,0,3.75,Saturday,True
2025-01-18,17,15,0,138.39,7.36,America/Vancouver,277.23,0.0,42.0,0,0,1,1,0,0,4.080000000000041,Saturday,True
2025-01-18,18,21,0,190.78,10.15,America/Vancouver,275.7,0.0,60.0,0,0,1,0,0,0,2.5500000000000114,Saturday,True
2025-01-18,19,23,0,255.05,13.57,America/Vancouver,274.78499999999997,0.0,50.0,0,0,1,1,0,0,1.634999999999991,Saturday,True
2025-01-18,20,11,0,109.68,5.84,America/Vancouver,274.99,0.0,50.0,0,0,1,1,0,0,1.8400000000000318,Saturday,True
2025-01-18,21,14,0,147.28,7.84,America/Vancouver,274.95000000000005,0.0,75.0,0,0,1,0,0,0,1.8000000000000682,Saturday,True
2025-01-19,11,1,0,5.8,0.43,America/Vancouver,276.535,0.0,37.5,0,0,1,1,0,0,3.3850000000000477,Sunday,True
2025-01-19,12,11,0,108.13,7.97,America/Vancouver,276.53499999999997,0.25,37.5,0,1,0,0,0,0,3.384999999999991,Sunday,True
2025-01-19,13,21,0,219.5,16.17,America/Vancouver,276.845,0.125,37.5,0,1,1,0,0,0,3.69500000000005,Sunday,True
2025-01-19,14,10,0,88.61,6.53,America/Vancouver,278.195,0.0,11.5,0,0,1,1,0,0,5.045000000000016,Sunday,True
2025-01-19,15,20,0,158.24,11.66,America/Vancouver,277.865,0.0,37.5,0,0,1,1,0,0,4.715000000000032,Sunday,True
2025-01-19,16,17,0,145.97,10.76,America/Vancouver,278.04499999999996,0.0,50.0,0,0,1,1,0,0,4.894999999999982,Sunday,True
2025-01-19,17,18,0,160.22,11.81,America/Vancouver,276.46,0.0,50.0,0,0,1,1,0,0,3.3100000000000023,Sunday,True
2025-01-19,18,9,0,89.19,6.57,America/Vancouver,275.895,0.0,50.0,0,0,1,1,0,0,2.7450000000000045,Sunday,True
2025-01-19,19,19,0,180.81,13.32,America/Vancouver,274.74,0.0,50.0,0,0,1,1,0,0,1.5900000000000318,Sunday,True
2025-01-19,20,13,0,117.13,8.63,America/Vancouver,274.975,0.0,50.0,0,0,1,1,0,0,1.8250000000000455,Sunday,True
2025-01-19,21,8,0,83.59,6.16,America/Vancouver,274.71000000000004,0.0,37.5,0,0,1,1,0,0,1.5600000000000591,Sunday,True
2025-01-20,11,3,0,37.81,4.26,America/Vancouver,276.54999999999995,0.0,75.0,0,0,1,0,0,0,3.3999999999999773,Monday,False
2025-01-20,12,7,0,68.42,7.71,America/Vancouver,278.28499999999997,0.0,75.0,0,0,1,0,0,0,5.134999999999991,Monday,False
2025-01-20,13,12,0,155.5,17.53,America/Vancouver,278.19500000000005,0.0,75.0,0,0,1,0,0,0,5.045000000000073,Monday,False
2025-01-20,14,6,0,75.83,8.55,America/Vancouver,277.495,0.0,87.5,0,0,1,0,0,0,4.345000000000027,Monday,False
2025-01-20,15,13,0,141.84,15.99,America/Vancouver,278.855,0.0,94.5,0,0,1,0,0,0,5.705000000000041,Monday,False
2025-01-20,16,6,0,63.36,7.14,America/Vancouver,277.595,0.0,87.5,0,0,1,0,0,0,4.44500000000005,Monday,False
2025-01-20,17,7,0,55.79,6.29,America/Vancouver,276.765,0.0,87.5,0,0,1,0,0,0,3.615000000000009,Monday,False
2025-01-20,18,8,0,90.95,10.25,America/Vancouver,276.0,0.0,99.5,0,0,1,0,0,0,2.8500000000000227,Monday,False
2025-01-20,19,6,0,60.98,6.87,America/Vancouver,275.365,0.0,100.0,0,0,1,0,0,0,2.215000000000032,Monday,False
2025-01-20,20,9,0,129.34,14.58,America/Vancouver,275.815,0.0,100.0,0,0,1,0,0,0,2.6650000000000205,Monday,False
2025-01-20,21,3,0,7.35,0.83,America/Vancouver,275.515,0.0,87.5,0,0,1,0,0,0,2.365000000000009,Monday,False
2025-01-21,11,5,0,53.87,7.95,America/Vancouver,275.58,0.0,75.0,0,0,1,0,0,0,2.430000000000007,Tuesday,False
2025-01-21,12,7,0,80.49,11.88,America/Vancouver,274.92499999999995,0.0,47.5,0,0,1,0,0,0,1.7749999999999773,Tuesday,False
2025-01-21,13,12,0,136.35,20.13,America/Vancouver,278.01,0.0,43.0,0,0,1,0,0,0,4.860000000000014,Tuesday,False
2025-01-21,14,3,0,49.03,7.24,America/Vancouver,277.15,0.0,20.0,0,0,1,0,0,0,4.0,Tuesday,False
2025-01-21,15,4,0,34.44,5.08,America/Vancouver,277.685,0.0,20.0,0,0,1,0,0,0,4.535000000000025,Tuesday,False
2025-01-21,16,7,0,82.19,12.13,America/Vancouver,276.145,0.0,47.5,0,0,1,0,0,0,2.9950000000000045,Tuesday,False
2025-01-21,17,4,0,44.4,6.55,America/Vancouver,275.74,0.0,47.5,0,0,1,0,0,0,2.590000000000032,Tuesday,False
2025-01-21,18,6,0,54.8,8.09,America/Vancouver,274.72,0.0,47.5,0,0,1,0,0,0,1.57000000000005,Tuesday,False
2025-01-21,19,9,0,106.47,15.72,America/Vancouver,272.99,0.0,10.0,0,0,1,1,0,0,-0.15999999999996817,Tuesday,False
2025-01-21,20,3,0,28.2,4.16,America/Vancouver,271.95000000000005,0.0,20.0,0,0,1,0,0,0,-1.1999999999999318,Tuesday,False
2025-01-21,21,0,0,0.0,0.0,America/Vancouver,272.15,0.0,50.0,0,0,1,1,0,0,-1.0,Tuesday,False
2025-01-22,11,8,0,80.3,8.65,America/Vancouver,274.96500000000003,0.0,60.0,0,0,1,0,0,0,1.8150000000000546,Wednesday,False
2025-01-22,12,4,0,57.52,6.2,America/Vancouver,274.985,0.0,60.0,0,0,1,0,0,0,1.8350000000000364,Wednesday,False
2025-01-22,13,11,0,127.97,13.79,America/Vancouver,275.115,0.0,58.0,0,0,1,0,0,0,1.9650000000000318,Wednesday,False
2025-01-22,14,9,0,176.0,18.97,America/Vancouver,275.62,0.125,37.5,0,1,1,0,0,0,2.4700000000000273,Wednesday,False
2025-01-22,15,6,0,47.15,5.08,America/Vancouver,274.91499999999996,0.0,50.0,0,0,1,1,0,0,1.7649999999999864,Wednesday,False
2025-01-22,16,8,0,87.92,9.48,America/Vancouver,275.21000000000004,0.0,50.0,0,0,1,1,0,0,2.060000000000059,Wednesday,False
2025-01-22,17,11,0,119.87,12.92,America/Vancouver,274.46500000000003,0.0,60.0,0,0,1,0,0,0,1.3150000000000546,Wednesday,False
2025-01-22,18,6,0,79.3,8.55,America/Vancouver,273.87,0.0,50.0,0,0,1,1,0,0,0.7200000000000273,Wednesday,False
2025-01-22,19,7,0,79.17,8.53,America/Vancouver,274.385,0.0,47.5,0,0,1,0,0,0,1.2350000000000136,Wednesday,False
2025-01-22,20,4,0,72.69,7.83,America/Vancouver,274.735,0.0,37.5,0,0,1,1,0,0,1.5850000000000364,Wednesday,False
2025-01-22,21,0,0,0.0,0.0,America/Vancouver,273.485,0.0,37.5,0,0,1,1,0,0,0.3350000000000364,Wednesday,False
2025-01-23,11,7,0,77.75,9.88,America/Vancouver,274.53999999999996,0.125,47.5,0,1,1,0,0,0,1.3899999999999864,Thursday,False
2025-01-23,12,10,0,162.64,20.66,America/Vancouver,275.54999999999995,0.0,47.5,0,0,1,0,0,0,2.3999999999999773,Thursday,False
2025-01-23,13,6,0,52.46,6.67,America/Vancouver,276.065,0.125,60.0,0,1,1,0,0,0,2.9150000000000205,Thursday,False
2025-01-23,14,12,0,173.64,22.06,America/Vancouver,275.32,0.0,57.5,0,0,1,0,0,0,2.170000000000016,Thursday,False
2025-01-23,15,6,0,55.95,7.11,America/Vancouver,275.11,0.0,57.5,0,0,1,0,0,0,1.9600000000000364,Thursday,False
2025-01-23,16,4,0,45.4,5.77,America/Vancouver,275.09000000000003,0.0,75.0,0,0,1,0,0,0,1.9400000000000546,Thursday,False
2025-01-23,17,6,0,57.57,7.31,America/Vancouver,275.38,0.0,87.5,0,0,1,0,0,0,2.230000000000018,Thursday,False
2025-01-23,18,2,0,26.59,3.38,America/Vancouver,275.705,0.0,87.5,0,0,1,0,0,0,2.555000000000007,Thursday,False
2025-01-23,19,11,0,101.6,12.91,America/Vancouver,272.95,0.0,87.5,0,0,1,0,0,0,-0.19999999999998863,Thursday,False
2025-01-23,20,5,0,33.49,4.25,America/Vancouver,272.54499999999996,0.0,87.5,0,0,1,0,0,0,-0.6050000000000182,Thursday,False
2025-01-23,21,0,0,0.0,0.0,America/Vancouver,272.625,0.0,75.0,0,0,1,0,0,0,-0.5249999999999773,Thursday,False
2025-01-24,11,8,0,80.95,5.8,America/Vancouver,273.36,0.36,60.0,1,1,1,0,0,0,0.21000000000003638,Friday,False
2025-01-24,12,5,0,68.65,4.92,America/Vancouver,273.895,0.4,50.0,1,1,0,1,0,0,0.7450000000000045,Friday,False
2025-01-24,13,11,0,185.33,13.28,America/Vancouver,274.565,0.48,60.0,1,1,1,0,0,0,1.4150000000000205,Friday,False
2025-01-24,14,8,0,93.03,6.67,America/Vancouver,274.585,0.67,50.0,1,1,0,1,0,0,1.4350000000000023,Friday,False
2025-01-24,15,12,0,145.48,10.42,America/Vancouver,274.24,0.625,50.0,0,1,0,1,0,0,1.0900000000000318,Friday,False
2025-01-24,16,10,0,96.66,6.93,America/Vancouver,273.73,0.395,50.0,0,1,0,1,0,0,0.5800000000000409,Friday,False
2025-01-24,17,14,0,113.01,8.1,America/Vancouver,273.59000000000003,0.53,50.0,1,1,0,1,0,0,0.44000000000005457,Friday,False
2025-01-24,18,6,0,66.29,4.75,America/Vancouver,274.375,0.505,50.0,0,1,0,1,0,0,1.2250000000000227,Friday,False
2025-01-24,19,15,0,196.42,14.07,America/Vancouver,272.555,0.205,50.0,0,1,0,1,0,0,-0.5949999999999704,Friday,False
2025-01-24,20,18,0,245.1,17.56,America/Vancouver,272.015,0.15,50.0,0,1,0,1,0,0,-1.134999999999991,Friday,False
2025-01-24,21,10,0,104.62,7.5,America/Vancouver,272.22,0.15,50.0,0,1,0,1,0,0,-0.92999999999995,Friday,False
2025-01-25,11,2,0,18.99,1.03,America/Vancouver,275.625,0.185,50.0,0,1,0,1,0,0,2.4750000000000227,Saturday,True
2025-01-25,12,10,0,140.2,7.6,America/Vancouver,275.21500000000003,0.315,60.0,0,1,0,0,0,0,2.0650000000000546,Saturday,True
2025-01-25,13,13,0,185.83,10.07,America/Vancouver,275.91999999999996,0.49,60.0,0,1,1,0,0,0,2.769999999999982,Saturday,True
2025-01-25,14,20,0,193.59,10.49,America/Vancouver,275.63,0.425,47.5,0,1,1,0,0,0,2.480000000000018,Saturday,True
2025-01-25,15,21,0,226.55,12.28,America/Vancouver,276.125,1.12,37.5,0,1,0,1,0,0,2.9750000000000227,Saturday,True
2025-01-25,16,13,0,129.53,7.02,America/Vancouver,273.71500000000003,0.35,47.5,0,1,1,0,0,0,0.5650000000000546,Saturday,True
2025-01-25,17,15,0,166.28,9.01,America/Vancouver,274.625,2.035,51.5,0,1,1,0,0,0,1.4750000000000227,Saturday,True
2025-01-25,18,25,0,285.68,15.49,America/Vancouver,273.44,0.115,52.0,0,1,1,0,0,0,0.29000000000002046,Saturday,True
2025-01-25,19,19,0,189.41,10.27,America/Vancouver,273.99,0.155,46.0,0,1,1,0,0,0,0.8400000000000318,Saturday,True
2025-01-25,20,17,0,191.52,10.38,America/Vancouver,272.795,0.23,22.0,0,1,0,1,0,0,-0.35499999999996135,Saturday,True
2025-01-25,21,10,0,117.09,6.35,America/Vancouver,272.29499999999996,0.125,70.0,0,1,1,0,0,0,-0.8550000000000182,Saturday,True
2025-01-26,11,2,0,27.87,1.89,America/Vancouver,275.19,0.05,47.5,0,0,1,0,0,0,2.0400000000000205,Sunday,True
2025-01-26,12,14,0,133.91,9.1,America/Vancouver,276.755,0.125,47.5,0,1,1,0,0,0,3.605000000000018,Sunday,True
2025-01-26,13,12,0,155.47,10.56,America/Vancouver,276.74,0.0,20.0,0,0,1,0,0,0,3.590000000000032,Sunday,True
2025-01-26,14,18,0,271.12,18.42,America/Vancouver,277.87,0.125,37.5,0,1,0,1,0,0,4.720000000000027,Sunday,True
2025-01-26,15,20,0,224.11,15.22,America/Vancouver,277.17499999999995,0.05,37.5,0,0,1,1,0,0,4.024999999999977,Sunday,True
2025-01-26,16,9,0,138.4,9.4,America/Vancouver,275.94,0.0,37.5,0,0,1,1,0,0,2.7900000000000205,Sunday,True
2025-01-26,17,13,0,137.71,9.35,America/Vancouver,275.96000000000004,0.0,52.5,0,0,1,1,0,0,2.810000000000059,Sunday,True
2025-01-26,18,8,0,88.09,5.98,America/Vancouver,274.5,0.05,50.5,0,0,1,1,0,0,1.3500000000000227,Sunday,True
2025-01-26,19,14,0,134.8,9.16,America/Vancouver,274.45000000000005,0.05,50.0,0,0,1,1,0,0,1.3000000000000682,Sunday,True
2025-01-26,20,12,0,133.98,9.1,America/Vancouver,274.03499999999997,0.05,50.0,0,0,1,1,0,0,0.8849999999999909,Sunday,True
2025-01-26,21,3,0,26.76,1.82,America/Vancouver,274.055,0.05,50.0,0,0,1,1,0,0,0.9050000000000296,Sunday,True
2025-01-27,11,1,0,12.39,1.29,America/Vancouver,275.225,0.16,53.5,0,1,0,1,0,0,2.0750000000000455,Monday,False
2025-01-27,12,7,0,86.24,9.01,America/Vancouver,275.54,0.175,50.0,0,1,0,1,0,0,2.390000000000043,Monday,False
2025-01-27,13,9,0,115.04,12.02,America/Vancouver,275.865,0.25,50.0,0,1,0,1,0,0,2.715000000000032,Monday,False
2025-01-27,14,10,0,136.41,14.25,America/Vancouver,276.185,0.135,47.5,0,1,1,0,0,0,3.035000000000025,Monday,False
2025-01-27,15,12,0,144.37,15.08,America/Vancouver,276.24,0.08,50.0,0,1,0,1,0,0,3.090000000000032,Monday,False
2025-01-27,16,9,0,96.32,10.06,America/Vancouver,276.935,0.115,37.5,0,1,0,1,0,0,3.785000000000025,Monday,False
2025-01-27,17,10,0,91.13,9.52,America/Vancouver,276.145,0.0,37.5,0,0,1,1,0,0,2.9950000000000045,Monday,False
2025-01-27,18,10,0,115.09,12.02,America/Vancouver,275.15,0.0,50.0,0,0,1,1,0,0,2.0,Monday,False
2025-01-27,19,10,0,93.36,9.75,America/Vancouver,275.02,0.0,50.0,0,0,1,1,0,0,1.8700000000000045,Monday,False
2025-01-27,20,4,0,66.82,6.98,America/Vancouver,274.38,0.0,50.0,0,0,1,1,0,0,1.2300000000000182,Monday,False
2025-01-27,21,0,0,0.0,0.0,America/Vancouver,273.79499999999996,0.0,50.0,0,0,1,1,0,0,0.6449999999999818,Monday,False
2025-01-28,11,9,0,101.85,8.64,America/Vancouver,277.255,0.14,47.5,0,1,1,0,0,0,4.105000000000018,Tuesday,False
2025-01-28,12,9,0,92.89,7.91,America/Vancouver,278.105,0.125,38.0,0,1,0,0,0,0,4.955000000000041,Tuesday,False
2025-01-28,13,14,0,150.45,12.81,America/Vancouver,279.345,0.0,40.0,0,0,1,1,0,0,6.19500000000005,Tuesday,False
2025-01-28,14,4,0,39.26,3.34,America/Vancouver,277.625,0.0,47.5,0,0,1,0,0,0,4.475000000000023,Tuesday,False
2025-01-28,15,10,0,123.22,10.49,America/Vancouver,277.53499999999997,0.125,48.0,0,1,1,0,0,0,4.384999999999991,Tuesday,False
2025-01-28,16,12,0,202.71,17.25,America/Vancouver,277.28,0.0,53.5,0,0,1,0,0,0,4.1299999999999955,Tuesday,False
2025-01-28,17,6,0,69.39,5.91,America/Vancouver,276.705,0.0,52.0,0,0,1,0,0,0,3.555000000000007,Tuesday,False
2025-01-28,18,8,0,104.83,8.92,America/Vancouver,276.005,0.0,55.0,0,0,1,0,0,0,2.855000000000018,Tuesday,False
2025-01-28,19,12,0,173.48,14.77,America/Vancouver,275.32500000000005,0.0,86.5,0,0,1,0,0,0,2.175000000000068,Tuesday,False
2025-01-28,20,9,0,114.77,9.77,America/Vancouver,275.71,0.0,94.5,0,0,1,0,0,0,2.5600000000000023,Tuesday,False
2025-01-28,21,0,0,0.0,0.0,America/Vancouver,275.47,0.0,50.0,0,1,0,1,0,0,2.32000000000005,Tuesday,False
2025-01-29,11,7,0,90.37,10.31,America/Vancouver,276.32000000000005,0.0,37.5,0,0,1,1,0,0,3.1700000000000728,Wednesday,False
2025-01-29,12,5,0,61.53,7.02,America/Vancouver,277.725,0.125,37.5,0,1,0,1,0,0,4.5750000000000455,Wednesday,False
2025-01-29,13,7,0,108.94,12.42,America/Vancouver,278.56,0.0,38.0,0,0,1,1,0,0,5.410000000000025,Wednesday,False
2025-01-29,14,12,0,144.36,16.46,America/Vancouver,278.97,0.0,47.5,0,0,1,0,0,0,5.82000000000005,Wednesday,False
2025-01-29,15,13,0,115.51,13.17,America/Vancouver,277.96000000000004,0.0,47.5,1,0,1,0,0,0,4.810000000000059,Wednesday,False
2025-01-29,16,5,0,66.73,7.61,America/Vancouver,277.885,0.0,39.0,0,0,1,1,0,0,4.735000000000014,Wednesday,False
2025-01-29,17,6,0,67.19,7.66,America/Vancouver,276.33500000000004,0.0,52.5,0,0,1,1,0,0,3.185000000000059,Wednesday,False
2025-01-29,18,10,0,128.25,14.63,America/Vancouver,276.115,0.0,70.0,0,1,1,0,0,0,2.965000000000032,Wednesday,False
2025-01-29,19,7,0,58.65,6.69,America/Vancouver,275.695,0.05,60.0,0,0,1,0,0,0,2.545000000000016,Wednesday,False
2025-01-29,20,4,0,35.31,4.03,America/Vancouver,275.065,0.05,52.5,0,1,0,1,0,0,1.9150000000000205,Wednesday,False
2025-01-29,21,0,0,0.0,0.0,America/Vancouver,274.71500000000003,0.1,87.5,0,1,1,0,0,0,1.5650000000000546,Wednesday,False
2025-01-30,11,0,0,0.0,0.0,America/Vancouver,274.135,0.475,100.0,0,1,1,0,0,0,0.9850000000000136,Thursday,False
2025-01-30,12,0,0,0.0,0.0,America/Vancouver,274.06,0.325,100.0,0,1,0,0,0,0,0.910000000000025,Thursday,False
2025-01-30,13,0,0,0.0,0.0,America/Vancouver,273.365,1.175,100.0,0,1,0,0,0,0,0.21500000000003183,Thursday,False
2025-01-30,14,0,0,0.0,0.0,America/Vancouver,273.655,0.605,100.0,0,1,0,0,0,0,0.5049999999999955,Thursday,False
2025-01-30,15,0,0,0.0,0.0,America/Vancouver,273.865,0.7250000000000001,100.0,0,1,0,0,0,0,0.7150000000000318,Thursday,False
2025-01-30,16,0,0,0.0,0.0,America/Vancouver,274.42999999999995,0.25,100.0,0,1,0,0,0,0,1.2799999999999727,Thursday,False
2025-01-30,17,0,0,0.0,0.0,America/Vancouver,274.855,0.365,100.0,0,1,0,0,0,0,1.705000000000041,Thursday,False
2025-01-30,18,0,0,0.0,0.0,America/Vancouver,274.58,0.24000000000000002,100.0,0,1,0,0,0,0,1.4300000000000068,Thursday,False
2025-01-30,19,0,0,0.0,0.0,America/Vancouver,274.935,0.225,100.0,0,1,0,0,0,0,1.785000000000025,Thursday,False
2025-01-30,20,0,0,0.0,0.0,America/Vancouver,274.77,1.195,100.0,0,1,0,0,0,0,1.6200000000000045,Thursday,False
2025-01-30,21,0,0,0.0,0.0,America/Vancouver,273.975,1.29,100.0,0,1,0,0,0,0,0.8250000000000455,Thursday,False
2025-01-31,11,6,0,57.64,5.16,America/Vancouver,274.93,1.105,100.0,0,1,0,0,0,0,1.7800000000000296,Friday,False
2025-01-31,12,5,0,62.21,5.57,America/Vancouver,275.21000000000004,0.49,100.0,0,1,0,0,0,0,2.060000000000059,Friday,False
2025-01-31,13,6,0,89.98,8.06,America/Vancouver,275.305,1.0150000000000001,100.0,0,1,0,0,0,0,2.1550000000000296,Friday,False
2025-01-31,14,3,0,43.18,3.87,America/Vancouver,275.11,1.3050000000000002,100.0,1,1,0,0,0,0,1.9600000000000364,Friday,False
2025-01-31,15,9,0,76.6,6.86,America/Vancouver,275.29,1.575,100.0,1,1,0,0,0,0,2.140000000000043,Friday,False
2025-01-31,16,9,0,91.1,8.16,America/Vancouver,276.005,1.29,100.0,0,1,0,0,0,0,2.855000000000018,Friday,False
2025-01-31,17,19,0,211.54,18.95,America/Vancouver,275.83000000000004,0.605,100.0,0,1,0,0,0,0,2.6800000000000637,Friday,False
2025-01-31,18,11,0,118.5,10.61,America/Vancouver,275.89,0.665,100.0,0,1,0,0,0,0,2.740000000000009,Friday,False
2025-01-31,19,9,0,118.01,10.57,America/Vancouver,275.32,0.535,100.0,0,1,0,0,0,0,2.170000000000016,Friday,False
2025-01-31,20,11,0,149.55,13.4,America/Vancouver,273.97,0.435,87.5,1,1,0,0,0,0,0.82000000000005,Friday,False
2025-01-31,21,6,0,98.12,8.79,America/Vancouver,272.835,0.44,87.5,1,1,0,0,0,0,-0.3149999999999977,Friday,False
